Area(23 Markets),Country/Area(23 Markets),Month (abbr),Purpose_of_visit_to_Japan,Visitor Arrivals,Year
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Apr.,Tourism,5,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,May,Tourism,2,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jun.,Tourism,5,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jul.,Tourism,7,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Aug.,Tourism,11,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Sep.,Tourism,9,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Oct.,Tourism,11,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Nov.,Tourism,15,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Dec.,Tourism,31,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jan.,Tourism,"3,841",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Feb.,Tourism,"2,649",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Mar.,Tourism,"1,478",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Apr.,Tourism,37,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,May,Tourism,0,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jun.,Tourism,1,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jul.,Tourism,0,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Aug.,Tourism,2,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Sep.,Tourism,1,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Oct.,Tourism,5,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Nov.,Tourism,2,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Dec.,Tourism,8,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jan.,Tourism,"2,930",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Feb.,Tourism,"1,422",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Mar.,Tourism,468,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Apr.,Tourism,2,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,May,Tourism,0,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jun.,Tourism,1,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jul.,Tourism,5,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Aug.,Tourism,1,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Sep.,Tourism,3,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Oct.,Tourism,7,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Nov.,Tourism,9,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Dec.,Tourism,9,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jan.,Tourism,"6,443",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Feb.,Tourism,"6,921",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Mar.,Tourism,"2,558",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Apr.,Tourism,1,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,May,Tourism,1,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jun.,Tourism,2,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jul.,Tourism,9,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Aug.,Tourism,9,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Sep.,Tourism,2,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Oct.,Tourism,14,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Nov.,Tourism,9,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Dec.,Tourism,24,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jan.,Tourism,"6,167",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Feb.,Tourism,"5,098",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Mar.,Tourism,"4,593",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Apr.,Tourism,12,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,May,Tourism,0,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jun.,Tourism,0,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jul.,Tourism,2,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Aug.,Tourism,1,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Sep.,Tourism,5,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Oct.,Tourism,7,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Nov.,Tourism,30,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Dec.,Tourism,18,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jan.,Tourism,"3,609",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Feb.,Tourism,"3,514",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Mar.,Tourism,"1,404",2020
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Apr.,Tourism,1,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,May,Tourism,1,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jun.,Tourism,2,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jul.,Tourism,3,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Aug.,Tourism,1,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Sep.,Tourism,6,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Oct.,Tourism,3,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Nov.,Tourism,5,2020
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Dec.,Tourism,14,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jan.,Tourism,"17,442",2020
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Feb.,Tourism,"14,749",2020
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Mar.,Tourism,"5,348",2020
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Apr.,Tourism,21,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,May,Tourism,4,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jun.,Tourism,8,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jul.,Tourism,20,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Aug.,Tourism,19,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Sep.,Tourism,24,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Oct.,Tourism,31,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Nov.,Tourism,28,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Dec.,Tourism,84,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jan.,Tourism,"91,560",2020
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Feb.,Tourism,"58,899",2020
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Mar.,Tourism,"17,487",2020
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Apr.,Tourism,179,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United States,May,Tourism,32,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jun.,Tourism,79,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Jul.,Tourism,117,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Aug.,Tourism,140,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Sep.,Tourism,128,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Oct.,Tourism,209,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Nov.,Tourism,278,2020
Europe & Nordic Countries & Americas & Australia & Middle East,United States,Dec.,Tourism,417,2020
All,All,Jan.,Tourism,"2,287,755",2020
All,All,Feb.,Tourism,"898,976",2020
All,All,Mar.,Tourism,"119,645",2020
All,All,Apr.,Tourism,776,2020
All,All,May,Tourism,108,2020
All,All,Jun.,Tourism,226,2020
All,All,Jul.,Tourism,418,2020
All,All,Aug.,Tourism,482,2020
All,All,Sep.,Tourism,497,2020
All,All,Oct.,Tourism,760,2020
All,All,Nov.,Tourism,"1,030",2020
All,All,Dec.,Tourism,"1,557",2020
East Asia,China,Jan.,Others,"95,244",2020
East Asia,China,Feb.,Others,"26,590",2020
East Asia,China,Mar.,Others,"5,397",2020
East Asia,China,Apr.,Others,90,2020
East Asia,China,May,Others,7,2020
East Asia,China,Jun.,Others,280,2020
East Asia,China,Jul.,Others,690,2020
East Asia,China,Aug.,Others,"1,380",2020
East Asia,China,Sep.,Others,"2,626",2020
East Asia,China,Oct.,Others,"4,024",2020
East Asia,China,Nov.,Others,"16,915",2020
East Asia,China,Dec.,Others,"17,223",2020
East Asia,Hong Kong,Jan.,Others,"1,846",2020
East Asia,Hong Kong,Feb.,Others,789,2020
East Asia,Hong Kong,Mar.,Others,366,2020
East Asia,Hong Kong,Apr.,Others,6,2020
East Asia,Hong Kong,May,Others,0,2020
East Asia,Hong Kong,Jun.,Others,5,2020
East Asia,Hong Kong,Jul.,Others,12,2020
East Asia,Hong Kong,Aug.,Others,31,2020
East Asia,Hong Kong,Sep.,Others,71,2020
East Asia,Hong Kong,Oct.,Others,183,2020
East Asia,Hong Kong,Nov.,Others,374,2020
East Asia,Hong Kong,Dec.,Others,209,2020
East Asia,South Korea,Jan.,Others,"29,149",2020
East Asia,South Korea,Feb.,Others,"13,674",2020
East Asia,South Korea,Mar.,Others,"6,545",2020
East Asia,South Korea,Apr.,Others,239,2020
East Asia,South Korea,May,Others,7,2020
East Asia,South Korea,Jun.,Others,109,2020
East Asia,South Korea,Jul.,Others,256,2020
East Asia,South Korea,Aug.,Others,669,2020
East Asia,South Korea,Sep.,Others,"1,264",2020
East Asia,South Korea,Oct.,Others,"1,653",2020
East Asia,South Korea,Nov.,Others,"1,820",2020
East Asia,South Korea,Dec.,Others,"1,873",2020
East Asia,Taiwan,Jan.,Others,"18,960",2020
East Asia,Taiwan,Feb.,Others,"5,083",2020
East Asia,Taiwan,Mar.,Others,"2,955",2020
East Asia,Taiwan,Apr.,Others,249,2020
East Asia,Taiwan,May,Others,1,2020
East Asia,Taiwan,Jun.,Others,39,2020
East Asia,Taiwan,Jul.,Others,85,2020
East Asia,Taiwan,Aug.,Others,386,2020
East Asia,Taiwan,Sep.,Others,618,2020
East Asia,Taiwan,Oct.,Others,930,2020
East Asia,Taiwan,Nov.,Others,792,2020
East Asia,Taiwan,Dec.,Others,725,2020
Southeast Asia & India,India,Jan.,Others,"6,317",2020
Southeast Asia & India,India,Feb.,Others,"2,351",2020
Southeast Asia & India,India,Mar.,Others,"1,264",2020
Southeast Asia & India,India,Apr.,Others,20,2020
Southeast Asia & India,India,May,Others,25,2020
Southeast Asia & India,India,Jun.,Others,67,2020
Southeast Asia & India,India,Jul.,Others,337,2020
Southeast Asia & India,India,Aug.,Others,262,2020
Southeast Asia & India,India,Sep.,Others,373,2020
Southeast Asia & India,India,Oct.,Others,668,2020
Southeast Asia & India,India,Nov.,Others,971,2020
Southeast Asia & India,India,Dec.,Others,"1,507",2020
Southeast Asia & India,Indonesia,Jan.,Others,"5,105",2020
Southeast Asia & India,Indonesia,Feb.,Others,"2,946",2020
Southeast Asia & India,Indonesia,Mar.,Others,"3,322",2020
Southeast Asia & India,Indonesia,Apr.,Others,55,2020
Southeast Asia & India,Indonesia,May,Others,0,2020
Southeast Asia & India,Indonesia,Jun.,Others,13,2020
Southeast Asia & India,Indonesia,Jul.,Others,28,2020
Southeast Asia & India,Indonesia,Aug.,Others,222,2020
Southeast Asia & India,Indonesia,Sep.,Others,286,2020
Southeast Asia & India,Indonesia,Oct.,Others,648,2020
Southeast Asia & India,Indonesia,Nov.,Others,"3,354",2020
Southeast Asia & India,Indonesia,Dec.,Others,"3,209",2020
Southeast Asia & India,Malaysia,Jan.,Others,"1,660",2020
Southeast Asia & India,Malaysia,Feb.,Others,"1,151",2020
Southeast Asia & India,Malaysia,Mar.,Others,715,2020
Southeast Asia & India,Malaysia,Apr.,Others,5,2020
Southeast Asia & India,Malaysia,May,Others,2,2020
Southeast Asia & India,Malaysia,Jun.,Others,13,2020
Southeast Asia & India,Malaysia,Jul.,Others,2,2020
Southeast Asia & India,Malaysia,Aug.,Others,220,2020
Southeast Asia & India,Malaysia,Sep.,Others,231,2020
Southeast Asia & India,Malaysia,Oct.,Others,469,2020
Southeast Asia & India,Malaysia,Nov.,Others,224,2020
Southeast Asia & India,Malaysia,Dec.,Others,165,2020
Southeast Asia & India,Philippines,Jan.,Others,"10,463",2020
Southeast Asia & India,Philippines,Feb.,Others,"3,716",2020
Southeast Asia & India,Philippines,Mar.,Others,"2,682",2020
Southeast Asia & India,Philippines,Apr.,Others,12,2020
Southeast Asia & India,Philippines,May,Others,3,2020
Southeast Asia & India,Philippines,Jun.,Others,22,2020
Southeast Asia & India,Philippines,Jul.,Others,36,2020
Southeast Asia & India,Philippines,Aug.,Others,118,2020
Southeast Asia & India,Philippines,Sep.,Others,111,2020
Southeast Asia & India,Philippines,Oct.,Others,386,2020
Southeast Asia & India,Philippines,Nov.,Others,"1,572",2020
Southeast Asia & India,Philippines,Dec.,Others,"2,192",2020
Southeast Asia & India,Singapore,Jan.,Others,652,2020
Southeast Asia & India,Singapore,Feb.,Others,373,2020
Southeast Asia & India,Singapore,Mar.,Others,210,2020
Southeast Asia & India,Singapore,Apr.,Others,1,2020
Southeast Asia & India,Singapore,May,Others,0,2020
Southeast Asia & India,Singapore,Jun.,Others,3,2020
Southeast Asia & India,Singapore,Jul.,Others,7,2020
Southeast Asia & India,Singapore,Aug.,Others,17,2020
Southeast Asia & India,Singapore,Sep.,Others,21,2020
Southeast Asia & India,Singapore,Oct.,Others,55,2020
Southeast Asia & India,Singapore,Nov.,Others,65,2020
Southeast Asia & India,Singapore,Dec.,Others,64,2020
Southeast Asia & India,Thailand,Jan.,Others,"3,811",2020
Southeast Asia & India,Thailand,Feb.,Others,"1,809",2020
Southeast Asia & India,Thailand,Mar.,Others,"1,368",2020
Southeast Asia & India,Thailand,Apr.,Others,12,2020
Southeast Asia & India,Thailand,May,Others,5,2020
Southeast Asia & India,Thailand,Jun.,Others,4,2020
Southeast Asia & India,Thailand,Jul.,Others,5,2020
Southeast Asia & India,Thailand,Aug.,Others,188,2020
Southeast Asia & India,Thailand,Sep.,Others,635,2020
Southeast Asia & India,Thailand,Oct.,Others,"1,165",2020
Southeast Asia & India,Thailand,Nov.,Others,860,2020
Southeast Asia & India,Thailand,Dec.,Others,512,2020
Southeast Asia & India,Vietnam,Jan.,Others,"36,816",2020
Southeast Asia & India,Vietnam,Feb.,Others,"33,505",2020
Southeast Asia & India,Vietnam,Mar.,Others,"18,599",2020
Southeast Asia & India,Vietnam,Apr.,Others,201,2020
Southeast Asia & India,Vietnam,May,Others,2,2020
Southeast Asia & India,Vietnam,Jun.,Others,116,2020
Southeast Asia & India,Vietnam,Jul.,Others,621,2020
Southeast Asia & India,Vietnam,Aug.,Others,"1,104",2020
Southeast Asia & India,Vietnam,Sep.,Others,"2,674",2020
Southeast Asia & India,Vietnam,Oct.,Others,"6,056",2020
Southeast Asia & India,Vietnam,Nov.,Others,"14,623",2020
Southeast Asia & India,Vietnam,Dec.,Others,"15,651",2020
Others,Others,Jan.,Others,"19,999",2020
Others,Others,Feb.,Others,"11,249",2020
Others,Others,Mar.,Others,"9,216",2020
Others,Others,Apr.,Others,903,2020
Others,Others,May,Others,"1,393",2020
Others,Others,Jun.,Others,"1,353",2020
Others,Others,Jul.,Others,548,2020
Others,Others,Aug.,Others,"1,553",2020
Others,Others,Sep.,Others,"1,842",2020
Others,Others,Oct.,Others,"5,662",2020
